Acedamic percentage in 10th,percentage in 12th,Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Extra-courses did,certifications,workshops,Interested subjects,interested career area,Suggested Job Role
70,82,1,6,9,6,yes,yes,information security,web technologies,Software Engineering,cloud computing,Applications Developer
70,85,4,4,4,8,yes,no,information security,game development,networks,testing,Applications Developer
70,63,3,5,7,6,yes,yes,hadoop,system designing,data engineering,cloud computing,Applications Developer
70,79,1,1,1,7,yes,no,information security,data science,cloud computing,Business process analyst,Applications Developer
70,73,2,2,8,4,no,yes,hadoop,testing,Software Engineering,security,Applications Developer
70,69,7,3,2,9,no,yes,full stack,cloud computing,cloud computing,cloud computing,Applications Developer
70,75,8,1,1,3,no,no,information security,hacking,networks,developer,Applications Developer
70,70,2,5,1,4,no,yes,hadoop,system designing,IOT,system developer,Applications Developer
70,72,3,5,5,1,no,yes,full stack,system designing,data engineering,cloud computing,Applications Developer
70,63,4,2,2,7,yes,no,r programming,hacking,Computer Architecture,system developer,Applications Developer
70,62,6,6,8,3,no,yes,machine learning,cloud computing,Software Engineering,Business process analyst,Applications Developer
70,62,2,4,7,1,no,no,python,web technologies,networks,system developer,Applications Developer
70,68,7,2,8,4,no,no,full stack,system designing,networks,security,Applications Developer
78,72,8,3,8,1,no,yes,distro making,database security,programming,testing,Applications Developer
78,80,3,6,2,6,yes,no,hadoop,system designing,Software Engineering,Business process analyst,Applications Developer
78,65,6,4,9,8,no,no,shell programming,web technologies,IOT,system developer,Applications Developer
78,70,4,6,4,3,yes,no,hadoop,testing,cloud computing,Business process analyst,Applications Developer
78,78,2,6,4,8,no,yes,full stack,database security,Computer Architecture,security,Applications Developer
78,60,1,5,1,5,no,yes,information security,web technologies,cloud computing,security,Applications Developer
78,75,9,2,2,9,no,no,full stack,database security,Software Engineering,Business process analyst,Applications Developer
78,77,3,5,5,7,yes,yes,full stack,data science,Management,testing,Applications Developer
78,71,9,4,2,6,no,no,distro making,testing,Management,system developer,Applications Developer
78,79,7,2,6,2,no,no,python,web technologies,Management,cloud computing,Applications Developer
78,74,3,6,2,3,no,yes,distro making,database security,networks,developer,Applications Developer
78,76,7,3,9,2,yes,yes,python,system designing,hacking,developer,Applications Developer
78,82,6,0,9,9,no,no,r programming,database security,cloud computing,Business process analyst,Applications Developer
78,85,4,5,5,7,yes,no,python,game development,data engineering,cloud computing,Applications Developer
78,63,8,1,3,3,yes,yes,app development,hacking,Computer Architecture,Business process analyst,Applications Developer
78,79,6,6,3,6,yes,yes,r programming,cloud computing,Computer Architecture,security,Applications Developer
78,73,4,2,3,8,yes,yes,app development,testing,Software Engineering,cloud computing,Applications Developer
78,69,8,5,5,1,yes,yes,app development,testing,Management,cloud computing,Applications Developer
78,75,7,2,6,7,yes,yes,shell programming,cloud computing,IOT,system developer,Applications Developer
78,70,6,4,4,2,yes,yes,full stack,web technologies,parallel computing,testing,Applications Developer
78,72,5,6,3,5,no,no,hadoop,data science,networks,developer,Applications Developer
78,63,5,0,7,8,yes,no,full stack,data science,networks,testing,Applications Developer
78,62,4,5,8,9,no,no,app development,testing,Management,testing,Applications Developer
78,62,7,0,6,6,no,no,information security,web technologies,parallel computing,Business process analyst,Applications Developer
78,68,2,0,5,8,yes,yes,r programming,data science,Management,Business process analyst,Applications Developer
82,72,1,0,5,4,yes,no,machine learning,game development,programming,testing,Applications Developer
82,80,1,4,4,6,yes,yes,machine learning,cloud computing,hacking,system developer,Applications Developer
82,65,5,2,3,8,no,yes,distro making,data science,data engineering,testing,Applications Developer
82,70,6,2,9,3,no,no,app development,data science,parallel computing,testing,Applications Developer
82,78,3,5,4,1,yes,no,information security,web technologies,networks,developer,Applications Developer
82,60,9,6,5,7,yes,no,distro making,system designing,parallel computing,security,Applications Developer
82,75,6,3,8,7,yes,yes,information security,testing,data engineering,security,Applications Developer
82,77,3,6,4,1,no,no,distro making,web technologies,Management,Business process analyst,Applications Developer
82,71,2,5,8,5,yes,no,app development,testing,networks,Business process analyst,Applications Developer
82,79,3,2,4,4,no,yes,full stack,system designing,parallel computing,Business process analyst,Applications Developer
82,74,6,2,2,5,no,yes,hadoop,hacking,cloud computing,testing,Applications Developer
82,76,2,3,3,3,no,yes,full stack,cloud computing,Computer Architecture,Business process analyst,Applications Developer
82,82,9,4,4,6,yes,yes,shell programming,cloud computing,programming,security,Applications Developer
82,85,2,0,9,7,no,yes,full stack,game development,parallel computing,security,Applications Developer
82,63,9,3,2,2,yes,no,r programming,data science,parallel computing,Business process analyst,Applications Developer
82,79,9,6,5,9,yes,no,python,data science,data engineering,testing,Applications Developer
82,73,6,6,6,3,yes,no,full stack,system designing,cloud computing,system developer,Applications Developer
82,69,2,2,6,3,yes,yes,machine learning,web technologies,programming,security,Applications Developer
82,75,7,1,1,6,yes,no,hadoop,system designing,hacking,testing,Applications Developer
82,70,9,4,5,2,no,yes,information security,database security,parallel computing,system developer,Applications Developer
82,72,6,1,5,2,no,yes,hadoop,cloud computing,Management,cloud computing,Applications Developer
82,63,1,6,5,4,no,no,app development,data science,programming,cloud computing,Applications Developer
68,62,7,5,8,7,no,yes,python,cloud computing,Management,security,Applications Developer
72,62,1,3,4,9,no,yes,information security,hacking,Software Engineering,system developer,Applications Developer
75,68,3,5,1,1,no,yes,shell programming,game development,programming,system developer,Applications Developer
77,72,3,3,5,6,yes,yes,python,database security,networks,cloud computing,Applications Developer
79,80,6,3,3,9,yes,yes,shell programming,cloud computing,IOT,Business process analyst,Applications Developer
82,65,1,4,4,5,yes,yes,hadoop,web technologies,IOT,system developer,Applications Developer
85,70,6,5,5,9,no,no,r programming,data science,Management,cloud computing,Applications Developer
63,78,1,5,7,4,no,yes,distro making,game development,Computer Architecture,developer,Applications Developer
73,60,5,1,9,6,yes,no,shell programming,data science,parallel computing,Business process analyst,Applications Developer
69,75,2,5,1,9,yes,yes,distro making,hacking,networks,Business process analyst,Applications Developer
70,77,2,0,4,7,yes,no,r programming,hacking,cloud computing,system developer,Applications Developer
62,71,5,4,9,5,no,yes,information security,game development,Management,developer,Applications Developer
88,79,8,5,1,9,yes,no,information security,hacking,hacking,security,Applications Developer
90,74,3,5,7,3,no,yes,information security,data science,programming,developer,Applications Developer
91,76,5,5,3,8,no,no,distro making,web technologies,cloud computing,Business process analyst,Applications Developer
92,82,2,1,4,2,yes,yes,distro making,cloud computing,hacking,cloud computing,Applications Developer
93,85,5,3,4,1,no,yes,python,web technologies,cloud computing,Business process analyst,Applications Developer
68,63,7,0,4,1,no,no,full stack,system designing,Software Engineering,security,Applications Developer
72,79,9,1,6,9,no,yes,app development,game development,networks,system developer,Applications Developer
75,73,1,3,4,7,no,no,full stack,system designing,hacking,security,Applications Developer
77,69,2,6,7,2,yes,no,machine learning,data science,hacking,cloud computing,Applications Developer
79,75,7,3,5,1,no,yes,r programming,system designing,cloud computing,Business process analyst,Applications Developer
82,70,1,2,4,9,no,yes,machine learning,data science,Software Engineering,cloud computing,Applications Developer
85,72,8,2,9,8,yes,no,shell programming,database security,hacking,testing,Applications Developer
63,63,2,6,6,6,no,yes,app development,cloud computing,programming,system developer,Applications Developer
73,62,9,0,5,2,no,no,machine learning,game development,IOT,security,Applications Developer
69,62,9,5,3,6,no,no,shell programming,database security,cloud computing,testing,Applications Developer
70,68,6,2,3,8,yes,yes,full stack,web technologies,parallel computing,security,Applications Developer
62,72,3,5,3,7,yes,yes,hadoop,database security,cloud computing,Business process analyst,Applications Developer
88,75,5,5,4,6,yes,no,python,cloud computing,hacking,cloud computing,Applications Developer
90,77,8,1,9,6,yes,yes,python,system designing,Software Engineering,system developer,Applications Developer
91,79,8,1,8,9,no,no,shell programming,system designing,programming,system developer,Applications Developer
92,82,7,3,6,7,no,yes,hadoop,system designing,Software Engineering,cloud computing,Applications Developer
93,85,2,2,9,5,yes,yes,machine learning,cloud computing,programming,system developer,Applications Developer
68,63,2,2,9,4,yes,no,information security,cloud computing,programming,security,Applications Developer
72,73,3,3,2,2,no,no,distro making,testing,Management,security,Applications Developer
75,69,7,5,7,2,no,no,machine learning,database security,programming,developer,Applications Developer
77,70,1,1,2,7,no,yes,machine learning,database security,Software Engineering,cloud computing,Applications Developer
79,62,6,0,7,9,yes,no,distro making,game development,networks,testing,Applications Developer
82,88,5,5,7,2,yes,yes,information security,web technologies,IOT,testing,Applications Developer
85,90,7,0,6,9,yes,yes,shell programming,data science,programming,testing,Applications Developer
63,91,4,2,3,9,yes,yes,machine learning,data science,data engineering,system developer,Applications Developer
73,92,3,1,8,5,yes,yes,r programming,game development,Computer Architecture,developer,Applications Developer
69,93,5,3,4,2,yes,no,shell programming,system designing,Computer Architecture,system developer,Applications Developer
